Status,Fulfilment,Sales Channel ,ship-service-level,Category,Size,Courier Status,Qty,Amount,ship-city,ship-state,ship-postal-code,promotion-ids,B2B,fulfilled-by,Year,Month,Day,DayOfWeek
2,0,0,0,4,10,0,1,517.0,2019,50,500090.0,3028,0,1,2022,5,24,1
2,0,0,0,4,7,0,1,1186.0,4315,27,411001.0,3028,0,1,2022,5,9,0
3,1,0,1,7,8,0,1,380.0,3734,27,410210.0,2311,0,0,2022,4,19,1
2,0,0,0,4,5,0,1,666.0,541,22,560078.0,3028,0,1,2022,5,15,6
2,0,0,0,4,5,0,1,1173.0,541,22,560037.0,3028,0,1,2022,4,6,2
2,0,0,0,1,10,0,1,301.0,2019,50,500062.0,3028,0,1,2022,5,28,5
2,0,0,0,4,7,0,1,563.0,2976,23,686001.0,3028,0,1,2022,4,3,6
3,1,0,1,5,0,0,1,563.0,3763,13,110032.0,2738,0,0,2022,4,13,2
3,1,0,1,4,5,0,1,1099.0,1190,49,600122.0,192,0,0,2022,5,4,2
2,0,0,0,4,10,0,1,666.0,2671,23,686613.0,3028,0,1,2022,4,12,1
2,0,0,0,6,7,0,1,761.0,2106,28,795002.0,3028,0,1,2022,4,4,0
2,0,0,0,6,8,0,1,825.0,4511,27,411038.0,3028,0,1,2022,5,27,4
2,0,0,0,4,7,0,1,788.0,3343,27,400088.0,3036,0,1,2022,4,26,1
3,1,0,1,1,0,0,1,518.0,201,49,637501.0,840,0,0,2022,4,25,0
2,0,0,0,7,10,0,1,477.0,1817,18,122005.0,3036,0,1,2022,5,3,1
2,0,0,0,4,7,0,1,788.0,2019,50,500078.0,3036,0,1,2022,4,6,2
2,0,0,0,4,0,0,1,597.0,3785,54,700135.0,3028,0,1,2022,5,4,2
2,0,0,0,4,10,0,1,1287.0,2844,23,686541.0,3036,0,1,2022,4,13,2
3,1,0,1,7,10,0,1,725.0,541,22,560035.0,2301,0,0,2022,4,13,2
3,1,0,1,6,6,0,1,885.0,541,22,560067.0,1285,0,0,2022,5,18,2
0,1,0,1,7,5,1,0,360.95,4559,1,533104.0,3036,0,0,2022,4,4,0
2,0,0,0,7,9,0,1,453.0,5180,54,734003.0,3036,0,1,2022,4,2,5
2,0,0,0,7,0,0,1,495.0,720,54,713407.0,3036,0,1,2022,4,2,5
3,1,0,1,7,6,0,1,499.0,1020,49,600091.0,2285,0,0,2022,4,13,2
2,0,0,0,7,8,0,1,685.0,4289,0,744101.0,3028,0,1,2022,4,19,1
0,0,0,0,0,9,2,1,493.0,3763,13,110016.0,3036,0,1,2022,4,3,6
2,0,0,0,4,9,0,1,539.0,1964,21,825301.0,3028,0,1,2022,5,26,3
3,1,0,1,7,7,0,1,419.0,2266,52,273164.0,2783,0,0,2022,4,16,5
2,0,0,0,7,6,0,1,437.0,2019,50,500016.0,3028,0,1,2022,4,2,5
2,0,0,1,7,8,0,1,0.0,3746,39,140126.0,3036,0,1,2022,4,21,3
3,1,0,1,6,8,0,1,744.0,5161,27,421503.0,916,0,0,2022,4,25,0
2,0,0,0,4,0,0,1,523.0,5563,49,642126.0,3036,0,1,2022,5,14,5
8,1,0,1,7,8,0,1,399.0,2239,35,764001.0,2264,0,0,2022,4,17,6
3,1,0,1,6,8,0,1,771.0,6145,27,411018.0,1121,0,0,2022,5,17,1
3,1,0,1,7,5,0,1,475.0,3734,27,410218.0,900,0,0,2022,4,22,4
2,0,0,0,5,10,0,1,463.0,3706,13,110040.0,3036,0,1,2022,4,25,0
8,1,0,1,4,8,0,1,696.0,2191,39,144001.0,2338,0,0,2022,4,8,4
2,0,0,0,7,0,0,1,517.0,3343,27,400703.0,3036,0,1,2022,5,15,6
3,1,0,1,4,6,0,1,988.0,11,50,509375.0,203,0,0,2022,5,20,4
3,1,0,1,4,8,0,1,1354.0,1652,52,224121.0,2979,0,0,2022,4,5,1
2,0,0,0,4,6,0,1,499.0,541,22,560083.0,3036,0,1,2022,4,11,0
2,0,0,0,4,9,0,1,788.0,1655,18,121001.0,3028,0,1,2022,5,5,3
2,0,0,0,5,0,0,1,498.0,3343,27,400018.0,3035,0,1,2022,5,6,4
0,0,0,0,4,6,2,1,999.0,3763,13,110085.0,3036,0,1,2022,4,17,6
2,0,0,0,7,6,0,1,533.0,4171,21,828126.0,3028,0,1,2022,4,8,4
2,0,0,0,6,8,0,1,741.0,5317,27,401101.0,3042,0,1,2022,5,26,3
3,1,0,1,5,9,0,1,399.0,2614,22,563101.0,1777,0,0,2022,4,24,6
3,1,0,1,6,5,0,1,771.0,35,17,380015.0,1248,0,0,2022,5,22,6
2,0,0,0,5,10,0,1,329.0,3763,13,110027.0,3028,0,1,2022,4,18,0
2,0,0,0,5,10,0,1,574.0,1020,49,600004.0,3028,0,1,2022,5,29,6
2,0,0,0,6,7,0,1,744.0,3063,52,226002.0,3028,0,1,2022,4,14,3
2,0,0,0,4,5,0,1,696.0,4356,23,679513.0,3028,0,1,2022,4,11,0
2,0,0,0,4,6,0,1,599.0,441,22,560062.0,3036,0,1,2022,4,7,3
2,0,0,0,7,6,0,1,459.0,1482,13,110081.0,3028,0,1,2022,4,16,5
3,1,0,1,4,5,0,1,824.0,875,22,581320.0,1932,0,0,2022,4,24,6
2,0,0,0,7,10,0,1,417.0,5082,49,636503.0,3028,0,1,2022,4,3,6
2,0,0,0,4,5,0,1,1072.0,1740,52,201014.0,3028,0,1,2022,5,26,3
2,0,0,0,5,10,0,1,463.0,1020,49,600023.0,3036,0,1,2022,4,11,0
0,1,0,1,7,5,1,0,772.38,3343,27,400056.0,3036,0,0,2022,5,31,1
2,0,0,0,7,8,0,1,295.0,541,22,560068.0,3028,0,1,2022,4,26,1
0,1,0,1,4,7,1,0,605.71,2344,1,533003.0,3036,0,0,2022,4,26,1
2,0,0,0,7,10,0,1,442.0,3343,27,400063.0,3036,0,1,2022,4,20,2
3,1,0,1,7,10,0,1,363.0,2260,50,509129.0,2531,0,0,2022,4,7,3
2,0,0,0,7,6,0,1,442.0,541,22,560061.0,3036,0,1,2022,4,14,3
0,1,0,1,4,6,1,0,722.86,35,17,380058.0,3036,0,0,2022,4,19,1
3,1,0,1,4,6,0,1,759.0,2019,50,500029.0,171,0,0,2022,5,13,4
2,0,0,0,4,5,0,1,573.0,1655,18,121009.0,3036,0,1,2022,5,8,6
2,0,0,0,7,2,0,1,534.0,4248,27,411033.0,3036,0,1,2022,5,5,3
3,1,0,1,7,6,0,1,499.0,1020,49,600010.0,704,0,0,2022,4,23,5
2,0,0,0,7,8,0,1,435.0,3343,27,400083.0,3036,0,1,2022,4,20,2
3,1,0,1,4,9,0,1,852.0,6036,17,361008.0,2311,0,0,2022,4,20,2
3,1,0,1,0,4,0,1,388.0,3983,52,201301.0,2107,1,0,2022,5,11,2
2,0,0,0,4,10,0,1,788.0,4755,18,123401.0,3036,0,1,2022,4,18,0
2,0,0,1,7,6,0,1,0.0,2440,52,208015.0,3036,0,1,2022,5,31,1
3,1,0,1,7,7,0,1,499.0,541,22,560002.0,202,0,0,2022,5,21,5
2,0,0,0,7,8,0,1,399.0,1020,49,600041.0,3028,0,1,2022,4,26,1
2,0,0,0,5,7,0,1,294.0,5870,50,509381.0,3028,0,1,2022,4,9,5
2,0,0,0,7,8,0,1,399.0,3446,23,676505.0,3036,0,1,2022,4,6,2
8,1,0,1,4,0,0,1,680.0,4555,10,492001.0,828,0,0,2022,4,22,4
0,1,0,1,4,8,1,0,804.76,1020,49,600019.0,3036,0,0,2022,4,1,4
2,0,0,0,4,6,0,1,835.0,541,22,560015.0,3028,0,1,2022,5,4,2
3,1,0,1,4,5,0,1,597.0,628,26,462043.0,705,0,0,2022,4,27,2
2,0,0,0,7,8,0,1,399.0,4287,49,609307.0,3036,0,1,2022,4,19,1
2,0,0,0,4,6,0,1,666.0,3575,27,400065.0,3028,0,1,2022,5,29,6
2,0,0,0,4,9,0,1,696.0,1020,49,600039.0,3028,0,1,2022,5,31,1
2,0,0,0,7,6,0,1,375.0,5317,27,400601.0,3036,0,1,2022,4,17,6
2,0,0,0,7,8,0,1,484.0,3973,54,700049.0,3028,0,1,2022,4,8,4
3,1,0,1,0,7,0,1,665.0,1817,18,122001.0,2505,0,0,2022,4,16,5
2,0,0,0,7,0,0,1,487.0,3734,27,410210.0,3036,0,1,2022,5,23,0
3,1,0,1,4,6,0,1,654.0,541,22,560094.0,2740,0,0,2022,4,19,1
0,1,0,1,4,7,1,0,605.71,5355,23,695011.0,3036,0,0,2022,4,18,0
3,1,0,1,7,6,0,1,295.0,541,22,560033.0,730,0,0,2022,4,26,1
2,0,0,0,7,5,0,1,517.0,3104,1,517325.0,3028,0,1,2022,4,5,1
2,0,0,0,4,7,0,1,647.0,3343,27,400072.0,3036,0,1,2022,5,8,6
0,0,0,0,4,5,2,1,597.0,4406,23,689698.0,3036,0,1,2022,4,30,5
3,1,0,1,4,8,0,1,631.0,5377,49,621008.0,1279,0,0,2022,5,27,4
2,0,0,0,7,0,0,1,432.0,2019,50,500020.0,3028,0,1,2022,4,21,3
2,0,0,0,4,7,0,1,641.0,4315,27,411037.0,3028,0,1,2022,5,3,1
0,0,0,0,4,0,2,1,666.0,4865,50,500003.0,3036,0,1,2022,4,9,5
2,0,0,0,4,6,0,1,599.0,5722,35,761002.0,3028,0,1,2022,4,22,4
3,1,0,1,4,6,0,1,759.0,2120,26,452003.0,171,0,0,2022,5,11,2
3,1,0,1,7,6,0,1,436.0,628,26,462030.0,1221,0,0,2022,5,7,5
2,0,0,0,4,6,0,1,1388.0,2256,43,342003.0,3028,0,1,2022,4,9,5
2,0,0,0,7,8,0,1,284.0,1740,52,201017.0,3028,0,1,2022,4,19,1
2,0,0,0,4,6,0,1,1112.0,2481,22,581301.0,3028,0,1,2022,4,22,4
2,0,0,0,1,10,0,1,377.0,1774,52,273016.0,3028,0,1,2022,4,5,1
2,0,0,0,7,5,0,1,487.0,1316,53,248001.0,3036,0,1,2022,4,16,5
2,0,0,0,4,6,0,1,666.0,5555,43,313001.0,3028,0,1,2022,4,17,6
2,0,0,0,7,7,0,1,295.0,6026,54,743610.0,3036,0,1,2022,4,18,0
2,0,0,0,6,0,0,1,461.0,1020,49,600125.0,3036,0,1,2022,5,8,6
2,0,0,0,4,8,0,1,563.0,3063,52,226013.0,3028,0,1,2022,4,23,5
2,0,0,1,7,10,0,1,0.0,2019,50,500008.0,3036,0,1,2022,5,10,1
2,0,0,0,4,5,0,1,1072.0,3575,27,400083.0,3028,0,1,2022,5,31,1
2,0,0,0,4,6,0,1,1115.0,3763,13,110048.0,3028,0,1,2022,4,10,6
0,0,0,0,7,10,2,1,537.0,2177,43,302020.0,3036,0,1,2022,4,1,4
2,0,0,0,4,6,0,1,788.0,2019,50,500062.0,3028,0,1,2022,4,18,0
2,0,0,0,7,8,0,1,471.0,2270,27,410502.0,3028,0,1,2022,4,16,5
2,0,0,0,4,7,0,1,888.0,1020,49,600005.0,3028,0,1,2022,5,26,3
2,0,0,0,4,7,0,1,1112.0,3763,13,110049.0,3028,0,1,2022,4,22,4
0,1,0,1,7,0,1,0,427.62,758,35,752102.0,3036,0,0,2022,5,14,5
0,1,0,1,4,10,1,0,519.05,3343,27,400072.0,3036,0,0,2022,5,15,6
0,0,0,0,4,8,2,1,939.0,1822,4,781001.0,3036,0,1,2022,5,5,3
0,0,0,0,7,9,2,1,322.0,1822,4,781007.0,3036,0,1,2022,4,3,6
2,0,0,1,5,6,0,1,0.0,541,22,560037.0,3036,0,1,2022,4,12,1
3,1,0,1,7,8,0,1,499.0,2256,43,342005.0,2134,0,0,2022,4,9,5
2,0,0,0,7,8,0,1,295.0,2177,43,302017.0,3028,0,1,2022,4,6,2
0,1,0,1,4,6,1,0,722.86,1882,52,273408.0,3036,0,0,2022,4,23,5
2,0,0,0,7,8,0,1,487.0,2081,50,500005.0,3036,0,1,2022,4,18,0
2,0,0,0,7,8,0,1,399.0,1482,34,110059.0,3036,0,1,2022,4,18,0
2,0,0,0,4,7,0,1,999.0,1817,18,122002.0,3036,0,1,2022,5,24,1
2,0,0,0,5,5,0,1,665.0,5736,1,520008.0,3036,0,1,2022,5,23,0
2,0,0,0,4,10,0,1,1115.0,1482,13,110051.0,3028,0,1,2022,5,5,3
3,1,0,1,7,9,0,1,517.0,3743,43,333304.0,812,0,0,2022,4,21,3
3,1,0,1,6,5,0,1,771.0,1820,23,680101.0,198,0,0,2022,5,23,0
2,0,0,0,7,6,0,1,499.0,5757,1,530046.0,3036,0,1,2022,5,3,1
3,1,0,1,6,6,0,1,690.0,475,52,243006.0,837,0,0,2022,4,27,2
2,0,0,0,7,8,0,1,574.0,778,22,560013.0,3036,0,1,2022,5,19,3
0,1,0,1,7,5,1,0,380.0,3763,13,110085.0,3036,0,0,2022,4,15,4
3,1,0,1,7,10,0,1,376.0,6173,27,431112.0,2988,0,0,2022,4,3,6
2,0,0,0,6,5,0,1,744.0,3763,13,110046.0,3028,0,1,2022,4,29,4
2,0,0,0,7,5,0,1,635.0,2003,49,635109.0,3028,0,1,2022,5,14,5
2,0,0,0,7,6,0,1,556.0,2618,54,700107.0,3028,0,1,2022,4,5,1
2,0,0,0,6,7,0,1,899.0,4633,7,845305.0,3028,0,1,2022,5,30,0
2,0,0,0,7,5,0,1,399.0,3815,52,201301.0,3036,0,1,2022,4,18,0
0,0,0,0,7,7,2,1,435.0,2631,1,523279.0,3036,0,1,2022,4,6,2
2,0,0,0,4,6,0,1,605.0,1020,49,600073.0,3028,0,1,2022,5,9,0
3,1,0,1,6,0,0,1,771.0,1387,27,424001.0,1482,0,0,2022,5,13,4
3,1,0,1,4,6,0,1,660.0,4315,27,411021.0,2340,0,0,2022,4,8,4
3,1,0,1,7,8,0,1,475.0,1732,52,201306.0,1691,0,0,2022,5,14,5
3,1,0,1,4,5,0,1,648.0,1020,49,600041.0,841,0,0,2022,4,25,0
2,0,0,0,7,8,0,1,399.0,4989,26,461771.0,3028,0,1,2022,4,8,4
2,0,0,0,4,8,0,1,872.0,1895,52,201301.0,3028,0,1,2022,5,6,4
2,0,0,0,4,8,0,1,1133.0,4315,27,411045.0,3036,0,1,2022,5,23,0
0,0,0,0,7,7,2,1,635.0,2019,50,502032.0,3036,0,1,2022,4,19,1
3,1,0,1,6,10,0,1,771.0,4315,27,411040.0,246,0,0,2022,5,30,0
2,0,0,0,4,5,0,1,931.0,5757,1,530018.0,3036,0,1,2022,5,8,6
2,0,0,0,7,8,0,1,376.0,2019,50,500100.0,3036,0,1,2022,5,18,2
2,0,0,0,7,7,0,1,299.0,3758,1,524004.0,3028,0,1,2022,4,27,2
2,0,0,0,4,5,0,1,912.0,5680,52,221109.0,3028,0,1,2022,4,3,6
0,1,0,1,4,5,1,0,559.05,4315,27,411014.0,3036,0,0,2022,5,24,1
2,0,0,0,7,7,0,1,458.0,1020,49,600122.0,3028,0,1,2022,4,25,0
2,0,0,0,7,5,0,1,399.0,2019,50,500039.0,3036,0,1,2022,4,7,3
2,0,0,0,7,8,0,1,301.0,1190,49,600082.0,3036,0,1,2022,5,31,1
2,0,0,0,7,5,0,1,511.0,1817,18,122001.0,3036,0,1,2022,4,13,2
0,0,0,0,4,10,2,1,818.0,3063,52,226010.0,3036,0,1,2022,4,15,4
2,0,0,0,7,8,0,1,655.0,2019,50,500084.0,3028,0,1,2022,5,19,3
2,0,0,0,6,5,0,1,496.0,115,39,143001.0,3028,0,1,2022,5,4,2
0,0,0,0,4,0,2,1,696.0,127,1,515001.0,3036,0,1,2022,4,14,3
2,0,0,0,4,8,0,1,824.0,3763,13,110070.0,3028,0,1,2022,4,7,3
3,1,0,1,4,0,0,1,631.0,956,54,741222.0,2299,0,0,2022,4,14,3
2,0,0,0,4,5,0,1,799.0,3343,27,400013.0,3028,0,1,2022,5,30,0
2,0,0,0,7,9,0,1,499.0,5868,49,632513.0,3028,0,1,2022,4,3,6
2,0,0,0,7,0,0,1,353.0,2209,20,180011.0,3028,0,1,2022,4,4,0
2,0,0,0,7,10,0,1,442.0,5402,1,517501.0,3028,0,1,2022,5,3,1
3,1,0,1,4,7,0,1,1129.0,3063,52,226010.0,2772,0,0,2022,4,4,0
3,1,0,1,7,6,0,1,499.0,2618,54,700019.0,2578,0,0,2022,4,26,1
2,0,0,0,5,5,0,1,574.0,3246,52,281001.0,3028,0,1,2022,5,16,0
2,0,0,0,7,8,0,1,517.0,35,17,380055.0,3028,0,1,2022,4,26,1
2,0,0,0,6,9,0,1,475.0,5317,27,400615.0,3036,0,1,2022,5,12,3
3,1,0,1,4,0,0,1,648.0,3404,22,570017.0,977,0,0,2022,4,22,4
0,0,0,0,4,7,2,1,563.0,541,22,560064.0,3036,0,1,2022,4,6,2
2,0,0,0,4,0,0,1,1438.0,2498,7,855102.0,3028,0,1,2022,4,30,5
8,1,0,1,4,7,0,1,730.0,4011,52,285001.0,2567,0,0,2022,4,4,0
3,1,0,1,7,5,0,1,725.0,184,54,713304.0,2305,0,0,2022,4,13,2
3,1,0,1,7,5,0,1,380.0,4865,50,500010.0,1286,0,0,2022,5,16,0
2,0,0,0,7,10,0,1,487.0,862,7,812001.0,3036,0,1,2022,4,20,2
2,0,0,0,7,6,0,1,627.0,628,26,462022.0,3028,0,1,2022,4,4,0
2,0,0,0,4,10,0,1,967.0,3343,27,400071.0,3028,0,1,2022,5,13,4
3,1,0,1,4,0,0,1,599.0,1822,4,781013.0,1709,0,0,2022,5,9,0
2,0,0,0,7,8,0,1,399.0,1292,54,734436.0,3036,0,1,2022,5,5,3
0,0,0,0,7,8,2,1,292.0,2671,23,686006.0,3036,0,1,2022,5,6,4
2,0,0,0,6,7,0,1,771.0,2019,50,502032.0,3028,0,1,2022,5,27,4
3,1,0,1,7,7,0,1,587.0,3343,27,400012.0,1246,0,0,2022,5,14,5
3,1,0,1,4,6,0,1,654.0,2177,43,302015.0,2021,0,0,2022,4,23,5
2,0,0,0,5,10,0,1,529.0,441,22,560103.0,3028,0,1,2022,5,14,5
2,0,0,0,7,0,0,1,487.0,3343,27,400064.0,3036,0,1,2022,4,27,2
2,0,0,0,4,7,0,1,752.0,541,22,560057.0,3028,0,1,2022,5,5,3
3,1,0,1,2,8,0,1,999.0,1740,52,201011.0,1220,0,0,2022,5,5,3
3,1,0,1,6,0,0,1,885.0,3343,27,400071.0,1273,0,0,2022,5,30,0
0,1,0,1,7,0,1,0,378.1,2575,27,410203.0,3036,0,0,2022,5,8,6
2,0,0,0,4,0,0,1,478.0,3673,28,795134.0,3036,0,1,2022,4,15,4
2,0,0,0,5,7,0,1,339.0,2081,50,500047.0,3028,0,1,2022,4,10,6
2,0,0,0,7,7,0,1,435.0,1636,23,688537.0,3036,0,1,2022,4,26,1
2,0,0,0,4,6,0,1,803.0,1655,18,121001.0,3036,0,1,2022,5,22,6
2,0,0,0,7,10,0,1,376.0,3343,27,400050.0,3036,0,1,2022,4,25,0
3,1,0,1,6,7,0,1,771.0,2671,23,686001.0,1705,0,0,2022,5,15,6
2,0,0,0,7,10,0,1,471.0,5393,49,620007.0,3036,0,1,2022,5,22,6
3,1,0,1,4,8,0,1,545.0,1740,52,201009.0,2972,0,0,2022,4,11,0
0,1,0,1,4,6,1,0,519.05,2019,50,500050.0,3036,0,0,2022,4,11,0
2,0,0,0,7,0,0,1,376.0,2011,22,580030.0,3036,0,1,2022,4,29,4
0,1,0,1,4,9,1,0,659.05,5721,22,581354.0,3036,0,0,2022,5,4,2
3,1,0,1,4,9,0,1,999.0,1973,1,515212.0,840,0,0,2022,4,23,5
2,0,0,0,5,8,0,1,349.0,1817,18,122001.0,3036,0,1,2022,5,14,5
2,0,0,0,4,9,0,1,599.0,1812,39,143530.0,3028,0,1,2022,4,13,2
0,0,0,0,4,7,2,1,969.0,1316,53,248001.0,3036,0,1,2022,4,19,1
2,0,0,0,7,10,0,1,457.0,5180,54,734001.0,3028,0,1,2022,5,8,6
0,0,0,0,6,7,2,1,885.0,1119,49,641015.0,3036,0,1,2022,5,30,0
2,0,0,0,4,8,0,1,1099.0,3785,54,700136.0,3036,0,1,2022,5,23,0
2,0,0,0,7,8,0,1,376.0,1020,49,600126.0,3028,0,1,2022,4,26,1
2,0,0,0,4,0,0,1,654.0,3343,27,400034.0,3036,0,1,2022,4,16,5
2,0,0,0,4,9,0,1,604.0,3343,27,400101.0,3028,0,1,2022,5,28,5
3,1,0,1,7,9,0,1,379.0,3343,27,400064.0,2885,0,0,2022,4,3,6
2,0,0,0,7,9,0,1,399.0,1020,49,600014.0,3028,0,1,2022,4,27,2
0,0,0,0,7,7,2,1,442.0,1020,49,600097.0,3036,0,1,2022,5,4,2
2,0,0,0,7,8,0,1,442.0,4315,27,411040.0,3036,0,1,2022,4,28,3
3,1,0,1,4,5,0,1,824.0,2618,54,700005.0,2759,0,0,2022,4,5,1
2,0,0,0,4,5,0,1,563.0,127,1,515001.0,3028,0,1,2022,4,18,0
3,1,0,1,7,6,0,1,487.0,2019,50,500038.0,2883,0,0,2022,4,8,4
2,0,0,0,7,10,0,1,471.0,2254,18,126102.0,3036,0,1,2022,5,7,5
3,1,0,1,4,5,0,1,1126.0,3575,27,400013.0,2762,0,0,2022,4,9,5
3,1,0,1,4,8,0,1,1112.0,4315,27,411037.0,573,0,0,2022,5,9,0
3,1,0,1,4,9,0,1,1523.0,32,27,414001.0,837,0,0,2022,4,26,1
2,0,0,0,7,10,0,1,399.0,338,54,713304.0,3036,0,1,2022,4,9,5
2,0,0,0,4,6,0,1,759.0,1837,52,244235.0,3028,0,1,2022,5,30,0
2,0,0,0,7,0,0,1,441.0,3763,13,110007.0,3036,0,1,2022,5,27,4
2,0,0,0,4,10,0,1,729.0,541,22,560005.0,3028,0,1,2022,4,2,5
2,0,0,0,4,6,0,1,799.0,3763,13,110085.0,3028,0,1,2022,4,1,4
0,1,0,1,7,8,1,0,540.95,962,23,680684.0,3036,0,0,2022,4,17,6
3,1,0,1,4,9,0,1,1099.0,3763,13,110025.0,953,0,0,2022,4,28,3
3,1,0,1,7,0,0,1,399.0,3060,52,201102.0,2824,0,0,2022,4,19,1
2,0,0,0,7,8,0,1,442.0,4836,49,641107.0,3036,0,1,2022,4,18,0
0,1,0,1,4,0,1,0,583.04,2011,22,580028.0,3036,0,0,2022,5,10,1
2,0,0,1,4,10,0,1,0.0,5591,22,574241.0,3036,0,1,2022,4,19,1
2,0,0,0,4,7,0,1,1463.0,2344,1,533003.0,3028,0,1,2022,4,30,5
2,0,0,0,6,6,0,1,771.0,541,22,560032.0,3036,0,1,2022,5,29,6
2,0,0,0,5,0,0,1,550.0,2410,54,743145.0,3028,0,1,2022,5,8,6
3,1,0,1,4,10,0,1,519.0,1655,18,121003.0,2311,0,0,2022,4,19,1
2,0,0,0,7,10,0,1,357.0,5742,17,392020.0,3028,0,1,2022,4,13,2
2,0,0,0,7,10,0,1,669.0,2440,52,208027.0,3028,0,1,2022,5,25,2
2,0,0,0,7,6,0,1,562.0,35,17,382470.0,3036,0,1,2022,4,21,3
3,1,0,1,1,7,0,1,360.0,4728,50,500049.0,235,0,0,2022,5,24,1
3,1,0,1,6,6,0,1,721.0,2332,17,394327.0,2305,0,0,2022,4,13,2
0,0,0,0,7,5,2,1,382.0,4089,23,670008.0,3036,0,1,2022,5,9,0
0,0,0,0,4,5,2,1,563.0,5317,27,400615.0,3036,0,1,2022,4,23,5
8,1,0,1,6,0,0,1,665.0,3343,27,400064.0,840,0,0,2022,4,25,0
3,1,0,1,5,10,0,1,388.0,3912,27,410210.0,1395,0,0,2022,5,16,0
8,1,0,1,4,10,0,1,684.0,3184,19,175001.0,840,0,0,2022,4,24,6
3,1,0,1,6,7,0,1,771.0,5757,1,530017.0,1284,0,0,2022,5,15,6
2,0,0,0,4,9,0,1,969.0,3343,27,400083.0,3028,0,1,2022,4,6,2
2,0,0,0,4,9,0,1,799.0,5929,39,140603.0,3028,0,1,2022,5,18,2
3,1,0,1,7,10,0,1,349.0,5621,27,421004.0,143,0,0,2022,5,22,6
3,1,0,1,7,10,0,1,349.0,541,22,560095.0,1286,0,0,2022,5,17,1
0,1,0,1,4,7,1,0,1359.82,3343,27,400069.0,3036,0,0,2022,5,5,3
2,0,0,0,7,8,0,1,363.0,3343,27,421204.0,3036,0,1,2022,4,14,3
2,0,0,0,4,9,0,1,429.0,2756,23,682030.0,3028,0,1,2022,5,21,5
3,1,0,1,6,7,0,1,699.0,2019,50,500085.0,1934,0,0,2022,4,24,6
2,0,0,0,7,9,0,1,469.0,1119,49,641009.0,3028,0,1,2022,5,9,0
2,0,0,0,4,8,0,1,599.0,4574,17,360001.0,3036,0,1,2022,5,3,1
2,0,0,0,7,5,0,1,754.0,3983,52,201301.0,3028,0,1,2022,5,6,4
3,1,0,1,7,0,0,1,517.0,2424,23,678622.0,804,0,0,2022,4,28,3
2,0,0,0,5,10,0,1,387.0,541,22,560030.0,3028,0,1,2022,5,21,5
8,1,0,1,5,7,0,1,545.0,3810,50,503001.0,2150,0,0,2022,4,16,5
2,0,0,0,4,0,0,1,1146.0,1817,18,122002.0,3036,0,1,2022,4,30,5
2,0,0,0,5,7,0,1,487.0,3734,27,410206.0,3036,0,1,2022,4,13,2
3,1,0,1,4,7,0,1,1556.0,3904,27,422013.0,1711,0,0,2022,5,15,6
3,1,0,1,7,0,0,1,517.0,4315,27,412308.0,830,0,0,2022,4,21,3
2,0,0,0,4,7,0,1,612.0,5238,22,571237.0,3028,0,1,2022,4,7,3
2,0,0,0,4,5,0,1,605.0,106,10,497001.0,3028,0,1,2022,5,16,0
2,0,0,0,6,9,0,1,665.0,3638,27,440010.0,3028,0,1,2022,5,19,3
2,0,0,0,4,0,0,1,969.0,5872,50,506003.0,3028,0,1,2022,4,14,3
2,0,0,0,5,7,0,1,545.0,4531,15,403705.0,3028,0,1,2022,4,18,0
3,1,0,1,6,5,0,1,715.0,5364,49,628008.0,2763,0,0,2022,4,4,0
2,0,0,0,6,9,0,1,566.0,3343,27,400050.0,3036,0,1,2022,5,14,5
2,0,0,0,4,0,0,1,1133.0,1539,27,421204.0,3036,0,1,2022,4,9,5
3,1,0,1,7,6,0,1,568.0,1785,52,201310.0,2169,0,0,2022,4,18,0
0,1,0,1,4,10,1,0,568.57,778,22,560075.0,3036,0,0,2022,4,20,2
2,0,0,0,7,7,0,1,544.0,1119,49,641012.0,3028,0,1,2022,4,9,5
2,0,0,0,4,9,0,1,788.0,541,22,560057.0,3036,0,1,2022,4,17,6
2,0,0,0,7,6,0,1,319.0,3763,13,110008.0,3036,0,1,2022,4,16,5
0,0,0,0,4,7,2,1,626.0,3763,13,110025.0,3036,0,1,2022,5,4,2
3,1,0,1,4,5,0,1,560.0,3763,13,110065.0,1932,1,0,2022,4,24,6
3,1,0,1,7,8,0,1,301.0,541,22,560092.0,1172,0,0,2022,5,16,0
0,0,0,0,4,6,2,1,635.0,541,22,560032.0,3036,0,1,2022,5,9,0
3,1,0,1,4,8,0,1,613.0,3343,27,400080.0,439,0,0,2022,5,11,2
2,0,0,0,4,8,0,1,788.0,1119,49,641006.0,3036,0,1,2022,4,23,5
0,0,0,0,4,0,2,1,1099.0,5020,20,190005.0,3036,0,1,2022,4,24,6
3,1,0,1,4,5,0,1,1299.0,5654,17,390015.0,840,0,0,2022,4,24,6
3,1,0,1,7,7,0,1,318.0,3638,27,440010.0,2326,0,0,2022,4,7,3
2,0,0,0,5,6,0,1,495.0,3575,27,400049.0,3036,0,1,2022,5,29,6
3,1,0,1,6,5,0,1,721.0,541,22,560082.0,1930,1,0,2022,4,26,1
2,0,0,0,4,0,0,1,758.0,35,17,382449.0,3028,0,1,2022,4,11,0
2,0,0,0,4,5,0,1,599.0,5994,13,110002.0,3036,0,1,2022,5,13,4
3,1,0,1,4,8,0,1,599.0,2081,50,500076.0,1898,0,0,2022,4,21,3
