Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-state,B2B,fulfilled-by
407-4223485-7731513,05-09-22,Cancelled,Merchant,Amazon.in,Standard,J0216,J0216-BL-XXL,Blouse,XXL,B09PBWN419,,0,INR,595.24,KARNATAKA,False,Easy Ship
402-9357337-7649933,05-08-22,Shipped,Amazon,Amazon.in,Expedited,JNE3368,JNE3368-KR-S,kurta,S,B081WYJ6CV,Shipped,1,INR,471.0,KARNATAKA,False,
408-0452041-3721933,05-08-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3800,JNE3800-KR-A-XXXL,Western Dress,3XL,B09TH53Q68,Shipped,1,INR,725.0,DELHI,False,Easy Ship
408-4252406-0854765,05-08-22,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-S,Set,S,B09NQ4CZ65,Shipped,1,INR,607.0,UTTAR PRADESH,False,
408-4514260-2157120,05-08-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3724,JNE3724-KR-L,kurta,L,B098121HFD,Shipped,1,INR,484.0,TAMIL NADU,False,Easy Ship
171-9634835-5183517,05-08-22,Cancelled,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-L,Set,L,B09KXT4VG7,Unshipped,1,INR,613.0,KARNATAKA,False,
407-5881585-7521918,05-07-22,Shipped,Amazon,Amazon.in,Expedited,JNE3399,JNE3399-KR-M,kurta,M,B082W84Q2J,Shipped,1,INR,469.0,KARNATAKA,False,
407-2405614-8609943,05-06-22,Shipped,Amazon,Amazon.in,Expedited,SET265,SET265-KR-NP-L,Set,L,B0983CRK42,Shipped,1,INR,836.0,WEST BENGAL,False,
406-6679475-3725903,05-05-22,Shipped,Amazon,Amazon.in,Expedited,MEN5014,MEN5014-KR-L,kurta,L,B08YYTZRBY,Shipped,1,INR,499.0,DELHI,False,
405-9728104-0895561,05-05-22,Shipped,Amazon,Amazon.in,Expedited,JNE3804,JNE3804-KR-XXL,kurta,XXL,B09K3W9D6V,Shipped,1,INR,459.0,DELHI,False,
402-4014212-5973152,05-05-22,Shipped,Amazon,Amazon.in,Expedited,J0119,J0119-TP-XXXL,Top,3XL,B08RYPRVPV,Shipped,1,INR,540.0,TAMIL NADU,False,
406-7596057-9161162,05-05-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET356,SET356-KR-NP-M,Set,M,B09QJ4D21Y,Shipped,1,INR,1066.0,MAHARASHTRA,False,Easy Ship
406-8258071-9573952,05-04-22,Shipped,Amazon,Amazon.in,Expedited,SET331,SET331-KR-NP-XXXL,Set,3XL,B09NQ4C51C,Shipped,1,INR,597.0,KARNATAKA,False,
406-2073623-1301920,05-04-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET183,SET183-KR-DH-M,Set,M,B08B3Z2YY3,Shipped,1,INR,759.0,BIHAR,False,Easy Ship
402-8247953-4814710,05-04-22,Shipped,Amazon,Amazon.in,Expedited,J0230,J0230-SKD-L,Set,L,B08XNDL1DL,Shipped,1,INR,1111.0,KARNATAKA,False,
406-9021361-7912338,05-04-22,Shipped,Amazon,Amazon.in,Expedited,JNE1408,JNE1408-KR-UDF19-A-XS,kurta,XS,B07FTLP535,Shipped,1,INR,376.0,JHARKHAND,False,
404-8222614-8264326,05-04-22,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XS,kurta,XS,B082W872VQ,Shipped,1,INR,376.0,KERALA,False,
402-1480742-1400339,05-04-22,Shipped,Amazon,Amazon.in,Expedited,J0338,J0338-DR-XXL,Western Dress,XXL,B09831KKVG,Shipped,1,INR,791.0,BIHAR,False,
407-7533898-3863551,05-04-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3423,JNE3423-KR-L,kurta,L,B081X4S826,Cancelled,0,,,MAHARASHTRA,False,
171-7747529-5689141,05-04-22,Shipped,Amazon,Amazon.in,Expedited,J0006,J0006-SET-S,Ethnic Dress,S,B0894WT213,Shipped,1,INR,845.0,KARNATAKA,False,
408-1675305-4429153,05-03-22,Shipped,Amazon,Amazon.in,Expedited,J0338,J0338-DR-XS,Western Dress,XS,B0982ZRVSC,Shipped,1,INR,743.0,KERALA,False,
402-8330388-1821137,05-03-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3645,JNE3645-TP-N-M,Top,M,B08ZHSXP1S,Unshipped,1,INR,432.0,TAMIL NADU,False,
408-4412777-5685133,05-03-22,Cancelled,Amazon,Amazon.in,Expedited,MEN5032,MEN5032-KR-S,kurta,S,B08YYXJJ4V,Cancelled,0,,,Gujarat,False,
408-3291304-9040368,05-03-22,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-XXL,Set,XXL,B09NQ3MPRM,Shipped,1,INR,597.0,UTTAR PRADESH,False,
405-1822460-3397914,05-03-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET285,SET285-KR-SHA-L,Set,L,B099NJML8Z,Shipped,1,INR,499.0,MAHARASHTRA,False,Easy Ship
171-7222731-4739505,05-02-22,Shipped,Amazon,Amazon.in,Expedited,J0113,J0113-TP-M,Top,M,B08V19JZ2F,Shipped,1,INR,574.0,DELHI,False,
407-3716844-2697969,05-02-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET303,SET303-KR-NP-XL,Set,XL,B09K3F7D9H,Shipped,1,INR,888.0,HARYANA,False,Easy Ship
403-6449135-6665163,05-02-22,Shipped,Amazon,Amazon.in,Expedited,J0170,J0170-TP-A-M,Top,M,B08N4H8GCZ,Shipped,1,INR,329.0,MAHARASHTRA,False,
404-3019290-1599521,05-02-22,Shipped,Amazon,Amazon.in,Expedited,J0308,J0308-DR-XXL,Western Dress,XXL,B099NTSTM2,Shipped,1,INR,625.0,MAHARASHTRA,False,
407-6049989-4505909,05-01-22,Shipped,Amazon,Amazon.in,Expedited,JNE3160,JNE3160-KR-G-M,kurta,M,B07K41S1J4,Shipped,1,INR,685.0,MAHARASHTRA,False,
408-1216013-6069940,05-01-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3805,JNE3805-KR-XXL,kurta,XXL,B09K3ZR9ZG,Shipped,1,INR,0.0,KERALA,False,Easy Ship
402-9891188-9285127,05-01-22,Shipped,Amazon,Amazon.in,Expedited,J0041,J0041-SET-L,Set,L,B089G28YYW,Shipped,1,INR,660.0,WEST BENGAL,False,
404-8873164-7040312,05-01-22,Shipped,Amazon,Amazon.in,Expedited,SET385,SET385-KR-NP-M,Set,M,B09K3V84KC,Shipped,1,INR,631.0,MAHARASHTRA,False,
402-7385956-5445130,05-01-22,Cancelled,Merchant,Amazon.in,Standard,SET377,SET377-KR-NP-S,Set,S,B09TZV2J9G,,0,,,KARNATAKA,False,Easy Ship
171-4025485-2475541,05-01-22,Shipped,Amazon,Amazon.in,Expedited,J0230,J0230-SKD-S,Set,S,B08XNJ19QH,Shipped,1,INR,1146.0,UTTAR PRADESH,False,
405-3340618-7868301,05-01-22,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-S,Set,S,B09NQ4CZ65,Shipped,1,INR,635.0,TAMIL NADU,False,
407-0648349-0389907,05-01-22,Shipped,Amazon,Amazon.in,Expedited,SET197,SET197-KR-NP-XXL,Set,XXL,B08B3YH18X,Shipped,2,INR,1518.0,TAMIL NADU,False,
402-6150244-1432307,04-30-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3671,JNE3671-TU-M,Top,M,B0986X19QC,Shipped,1,INR,574.0,MAHARASHTRA,False,Easy Ship
404-0605969-9103565,06-29-22,Pending,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-M,kurta,M,B082W8F8P3,Unshipped,1,INR,376.0,TAMIL NADU,False,
405-9433856-1233923,06-29-22,Pending,Amazon,Amazon.in,Expedited,SET186,SET186-KR-DH-M,Set,M,B08B4TP9NR,Unshipped,1,INR,599.0,KARNATAKA,False,
406-7213312-4461948,06-29-22,Pending,Merchant,Amazon.in,Standard,SET398,SET398-KR-PP-XXL,Set,XXL,B09RP8WY5J,Unshipped,1,INR,1249.0,KARNATAKA,False,Easy Ship
407-6956275-3881912,06-29-22,Cancelled,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-L,Western Dress,L,B09SDXFFQ1,,0,,,UTTARAKHAND,False,Easy Ship
402-7527446-6918768,06-28-22,Shipped,Amazon,Amazon.in,Expedited,JNE3674,JNE3674-TU-M,Top,M,B094368WZ8,Shipped,1,INR,574.0,RAJASTHAN,False,
406-2323404-4769925,06-28-22,Shipped,Amazon,Amazon.in,Expedited,SET413,SET413-KR-NP-XL,Set,XL,B09RKDT1CK,Shipped,1,INR,721.0,KERALA,False,
404-4564483-7344354,06-28-22,Shipped,Amazon,Amazon.in,Expedited,JNE3468,JNE3468-KR-L,kurta,L,B08RP69C9N,Shipped,1,INR,387.0,KARNATAKA,False,
406-8965857-5304342,06-27-22,Shipped,Amazon,Amazon.in,Expedited,SET316,SET316-KR-DPT-XL,Set,XL,B09KXSW54F,Shipped,1,INR,1238.0,KARNATAKA,False,
402-9054732-8661106,06-27-22,Shipped,Amazon,Amazon.in,Expedited,SET158,SET158-KR-PP-L,Set,L,B082Z486DJ,Shipped,1,INR,791.0,DELHI,False,
171-3402113-4172308,06-27-22,Cancelled,Amazon,Amazon.in,Expedited,SET340,SET340-KR-NP-XXL,Set,XXL,B09RKDBB27,Unshipped,1,INR,799.0,Gujarat,False,
408-7358545-4912311,06-27-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,J0379,J0379-SKD-L,Set,L,B09M6WZX2J,Shipped,1,INR,1301.0,Gujarat,False,Easy Ship
404-7867306-4847535,06-26-22,Shipped,Amazon,Amazon.in,Expedited,J0189,J0189-TP-XXL,Top,XXL,B08N4MF9MT,Shipped,1,INR,317.0,TAMIL NADU,False,
171-4680691-8599500,06-24-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0135,J0135-SET-XL,Set,XL,B08QGJWRRZ,Shipped,1,INR,591.0,MAHARASHTRA,False,Easy Ship
405-6385625-7795526,06-23-22,Shipped,Amazon,Amazon.in,Expedited,JNE3875,JNE3875-KR-XXL,kurta,XXL,B09YYMSYX5,Shipped,1,INR,599.0,KARNATAKA,False,
406-0006467-8944342,06-21-22,Shipped,Amazon,Amazon.in,Expedited,JNE3862,JNE3862-TU-XL,Top,XL,B09Y3BRWN9,Shipped,1,INR,563.0,TAMIL NADU,False,
408-1825537-9382751,06-21-22,Shipped,Amazon,Amazon.in,Expedited,J0004,J0004-SKD-L,Set,L,B0894WMVMW,Shipped,1,INR,0.0,WEST BENGAL,False,
408-0571613-8837920,06-21-22,Shipped,Amazon,Amazon.in,Standard,SET351,SET351-KR-NP-M,Set,M,B09KXV7YB4,Shipped,1,INR,0.0,Gujarat,False,
402-9136219-1093163,06-20-22,Shipped,Amazon,Amazon.in,Expedited,JNE3564,JNE3564-KR-XL,kurta,XL,B08MYVBRWB,Shipped,1,INR,487.0,KARNATAKA,False,
403-5559653-7668311,06-20-22,Shipped,Amazon,Amazon.in,Expedited,JNE3879,JNE3879-DR-M,Western Dress,M,B09SDXB57D,Shipped,1,INR,641.0,ANDHRA PRADESH,False,
171-8125629-1030704,06-19-22,Shipped - Picked Up,Merchant,Amazon.in,Standard,SET357,SET357-KR-NP-M,Set,M,B09Y3MWCDM,Shipped,1,INR,725.0,ASSAM,False,Easy Ship
404-2348908-7168314,06-19-22,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-XL,Set,XL,B08XQBF1G4,Shipped,1,INR,788.0,KARNATAKA,False,
402-0618317-8119542,06-19-22,Shipped,Amazon,Amazon.in,Expedited,MEN5018,MEN5018-KR-XXXL,kurta,3XL,B08YZ1YL7X,Shipped,1,INR,635.0,WEST BENGAL,False,
402-6985555-3875525,06-19-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-L,Western Dress,L,B09SDXFFQ1,Shipped,1,INR,735.0,MAHARASHTRA,False,Easy Ship
403-4019937-0197163,06-18-22,Shipped,Amazon,Amazon.in,Expedited,SET413,SET413-KR-NP-S,Set,S,B09RKDX3Z1,Shipped,1,INR,699.0,TAMIL NADU,False,
403-7661600-3975553,06-18-22,Cancelled,Merchant,Amazon.in,Standard,SET436,SET436-KR-NP-L,Set,L,B09YNWCBX7,,0,,,DELHI,False,Easy Ship
406-5903817-5167538,06-17-22,Shipped - Returning to Seller,Merchant,Amazon.in,Standard,SET217,SET217-KR-PP-XXL,Set,XXL,B089B1GM9F,Shipped,1,INR,786.0,WEST BENGAL,False,Easy Ship
405-2624855-7018727,06-17-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET339,SET339-KR-NP-M,Set,M,B09RSSRWPJ,Shipped,1,INR,736.0,UTTAR PRADESH,False,Easy Ship
407-9758387-6970707,06-17-22,Shipped,Amazon,Amazon.in,Expedited,J0228,J0228-SKD-S,Set,S,B09M6S719P,Shipped,1,INR,1613.0,HARYANA,False,
403-7028394-5928329,06-17-22,Shipped,Amazon,Amazon.in,Expedited,JNE3906,JNE3906-KR-M,kurta,M,B0B3MPM56P,Shipped,1,INR,852.0,UTTAR PRADESH,False,
406-6678499-3722732,06-16-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3790,JNE3790-KR-M,kurta,M,B09KXLRVWY,Unshipped,1,INR,301.0,MADHYA PRADESH,False,
171-3463494-0556359,06-16-22,Shipped,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-XS,Western Dress,XS,B09SDY9SQ6,Shipped,1,INR,735.0,ANDHRA PRADESH,False,
171-7011790-0125903,06-16-22,Cancelled,Amazon,Amazon.in,Expedited,JNE2171,JNE2171-KR-437-XS,kurta,XS,B07FTL9GTF,Unshipped,1,INR,518.0,RAJASTHAN,False,
402-4380538-8308320,06-16-22,Shipped,Amazon,Amazon.in,Expedited,NW038,NW038-ST-SR-XL,Set,XL,B09B78CJTL,Shipped,1,INR,517.0,PUNJAB,False,
404-8643648-8926755,06-15-22,Shipped,Amazon,Amazon.in,Expedited,J0002,J0002-SKD-XL,Set,XL,B0894XKSM1,Shipped,1,INR,1125.0,TELANGANA,False,
407-9038527-8333161,06-14-22,Shipped,Amazon,Amazon.in,Expedited,NW013,NW013-ST-SR-XL,Set,XL,B0928XJ3BS,Shipped,1,INR,475.0,KARNATAKA,False,
408-9376587-4924346,06-13-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0337,J0337-TP-XL,Top,XL,B0986XV4QN,Shipped,1,INR,726.0,DELHI,False,Easy Ship
404-5250894-1407548,06-13-22,Shipped,Amazon,Amazon.in,Expedited,JNE3719,JNE3719-KR-L,kurta,L,B099FNDQK9,Shipped,1,INR,399.0,BIHAR,False,
171-4476013-3613968,06-13-22,Shipped,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-A-S,Western Dress,S,B09TH4H7T2,Shipped,1,INR,725.0,ASSAM,False,
404-0939077-0722767,06-13-22,Shipped,Amazon,Amazon.in,Expedited,J0416,J0416-DR-XXL,Western Dress,XXL,B09TY27T5G,Shipped,1,INR,825.0,TELANGANA,False,
404-8159711-5269125,06-12-22,Shipped,Amazon,Amazon.in,Expedited,PJNE3252,PJNE3252-KR-N-5XL,kurta,5XL,B09LD52HML,Shipped,1,INR,925.0,HARYANA,False,
402-9934788-7853934,06-12-22,Shipped,Amazon,Amazon.in,Expedited,JNE2032,JNE2032-KR-205-XXL,kurta,XXL,B0768HCX12,Shipped,1,INR,301.0,KARNATAKA,False,
404-7045710-1101124,06-12-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET323,SET323-KR-NP-S,Set,S,B09NDLSGZM,Shipped,1,INR,999.0,RAJASTHAN,False,Easy Ship
171-6095867-8819553,06-12-22,Shipped,Amazon,Amazon.in,Expedited,JNE3578,JNE3578-KR-S,kurta,S,B08QJD24XR,Shipped,1,INR,612.0,MAHARASHTRA,False,
408-1860443-2769903,06-11-22,Shipped,Amazon,Amazon.in,Expedited,SET374,SET374-KR-NP-XXL,Set,XXL,B09NDKN86H,Shipped,1,INR,0.0,MAHARASHTRA,False,
407-6562427-8424351,06-11-22,Cancelled,Amazon,Amazon.in,Expedited,SET436,SET436-KR-NP-XXXL,Set,3XL,B09YNY91G5,Unshipped,1,INR,1399.0,DELHI,False,
408-8320003-5102710,06-11-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5019,MEN5019-KR-L,kurta,L,B091HRCZD3,Shipped,1,INR,655.0,RAJASTHAN,False,Easy Ship
402-3398597-4088310,06-11-22,Shipped,Amazon,Amazon.in,Expedited,JNE3757,JNE3757-KR-XXL,kurta,XXL,B099NPK5DS,Shipped,1,INR,487.0,Gujarat,False,
171-9937584-1892332,06-10-22,Shipped,Amazon,Amazon.in,Expedited,SET350,SET350-KR-NP-XL,Set,XL,B09RKD2Z9R,Shipped,1,INR,1122.0,PUNJAB,False,
404-9848862-8148336,06-10-22,Shipped,Amazon,Amazon.in,Expedited,JNE3764,JNE3764-KR-L,kurta,L,B09K3T5QR5,Shipped,1,INR,387.0,TELANGANA,False,
405-3558863-5148363,06-10-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0095,J0095-SET-L,Set,L,B08CMHNWBN,Shipped,1,INR,633.0,JHARKHAND,False,Easy Ship
407-8278692-5297932,06-10-22,Shipped,Amazon,Amazon.in,Expedited,J0117,J0117-TP-XS,Top,XS,B08N44NRDT,Shipped,1,INR,726.0,TAMIL NADU,False,
404-3181854-0845946,06-09-22,Shipped,Amazon,Amazon.in,Expedited,SET197,SET197-KR-NP-XS,Set,XS,B08B3YCWK5,Shipped,1,INR,759.0,RAJASTHAN,False,
405-2440498-1907538,06-09-22,Shipped,Amazon,Amazon.in,Expedited,J0301,J0301-TP-XL,Top,XL,B099S87FTK,Shipped,1,INR,693.0,KARNATAKA,False,
406-5512438-5073915,06-08-22,Shipped,Amazon,Amazon.in,Expedited,JNE3860,JNE3860-DR-XXXL,Western Dress,3XL,B09SDYFGMR,Shipped,1,INR,614.0,DELHI,False,
403-3702365-9283507,06-08-22,Shipped,Amazon,Amazon.in,Expedited,JNE3399,JNE3399-KR-M,kurta,M,B082W84Q2J,Shipped,1,INR,435.0,KARNATAKA,False,
405-2804134-3273146,06-08-22,Shipped,Amazon,Amazon.in,Expedited,JNE3252,JNE3252-KR-XXXL,kurta,3XL,B07R3KNLWD,Shipped,1,INR,471.0,TAMIL NADU,False,
403-7407725-6467506,06-08-22,Shipped,Amazon,Amazon.in,Expedited,JNE3601,JNE3601-KR-XL,kurta,XL,B08QJN1DQJ,Shipped,1,INR,301.0,TELANGANA,False,
405-7544319-5799508,06-07-22,Shipped,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-XS,Set,XS,B09KXSVTDB,Shipped,1,INR,635.0,KERALA,False,
404-3205835-8879529,06-07-22,Shipped,Amazon,Amazon.in,Expedited,JNE3465,JNE3465-KR-L,kurta,L,B08BFLKNGJ,Shipped,1,INR,517.0,KARNATAKA,False,
405-5962232-9809930,06-07-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3518,JNE3518-KR-S,kurta,S,B08XVM3MJS,Cancelled,0,,,KERALA,False,
405-9658272-3916357,06-07-22,Shipped,Amazon,Amazon.in,Expedited,JNE3822,JNE3822-KR-S,kurta,S,B09LV1R56R,Shipped,1,INR,449.0,MAHARASHTRA,False,
403-4326876-4772332,06-07-22,Shipped,Amazon,Amazon.in,Expedited,SET188,SET188-KR-NP-L,Set,L,B08KRJWWKP,Shipped,1,INR,648.0,PUNJAB,False,
403-4578898-4306751,06-07-22,Cancelled,Amazon,Amazon.in,Expedited,SET332,SET332-KR-PP-S,Set,S,B09NQ33VW2,Unshipped,1,INR,525.0,ANDHRA PRADESH,False,
402-8280678-1332335,06-06-22,Shipped,Amazon,Amazon.in,Expedited,J0119,J0119-TP-XL,Top,XL,B08RYPWC3J,Shipped,1,INR,758.0,MAHARASHTRA,False,
402-7335695-1742744,06-05-22,Shipped,Amazon,Amazon.in,Expedited,J0344,J0344-TP-M,Top,M,B0986XJDJ4,Shipped,1,INR,758.0,KARNATAKA,False,
408-5526903-2396332,06-05-22,Shipped,Amazon,Amazon.in,Expedited,SET348,SET348-KR-NP-L,Set,L,B09QJ46T37,Shipped,1,INR,899.0,DELHI,False,
403-2804832-7899567,06-05-22,Shipped,Amazon,Amazon.in,Expedited,MEN5024,MEN5024-KR-L,kurta,L,B08YYSQJTC,Shipped,1,INR,645.0,KARNATAKA,False,
406-2334163-9931523,06-05-22,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET402,SET402-KR-NP-XL,Set,XL,B09VC53FQW,Shipped,1,INR,988.0,KARNATAKA,False,Easy Ship
408-0360911-3491541,06-04-22,Shipped,Amazon,Amazon.in,Expedited,SET183,SET183-KR-DH-XS,Set,XS,B08B3XN2LC,Shipped,1,INR,759.0,UTTAR PRADESH,False,
404-0000578-3263555,06-03-22,Shipped,Amazon,Amazon.in,Expedited,JNE3291,JNE3291-KR-XS,kurta,XS,B082TTV7WX,Shipped,1,INR,471.0,KARNATAKA,False,
406-7381996-5653916,06-03-22,Shipped,Amazon,Amazon.in,Expedited,SET232,SET232-KR-PP-XXL,Set,XXL,B08MYW7YSS,Shipped,1,INR,480.0,MAHARASHTRA,False,
405-2261618-9553908,06-03-22,Shipped,Amazon,Amazon.in,Expedited,JNE3291,JNE3291-KR-M,kurta,M,B07R52578F,Shipped,1,INR,471.0,TELANGANA,False,
404-1587303-1384301,06-03-22,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3703,JNE3703-KR-XXL,kurta,XXL,B099FDH3P2,Shipped,1,INR,292.0,WEST BENGAL,False,Easy Ship
404-7791826-9571509,06-02-22,Cancelled,Amazon,Amazon.in,Expedited,SET044,SET044-KR-NP-XL,Set,XL,B07Q2MWDYN,Unshipped,1,INR,612.0,MAHARASHTRA,False,
408-1369543-9816332,06-02-22,Shipped,Amazon,Amazon.in,Expedited,SET340,SET340-KR-NP-M,Set,M,B09RKDDQRP,Shipped,1,INR,799.0,PUDUCHERRY,False,
406-3614129-7465908,06-02-22,Shipped,Amazon,Amazon.in,Expedited,J0165,J0165-TP-XXL,Top,XXL,B08RDTDYC4,Shipped,1,INR,341.0,ASSAM,False,
405-9669600-2405150,06-02-22,Shipped,Amazon,Amazon.in,Expedited,JNE3479,JNE3479-KR-XS,kurta,XS,B08MYSPJ39,Shipped,1,INR,301.0,MAHARASHTRA,False,
