invoice_id,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,transaction_type,line_revenue
572905,22601,CHRISTMAS RETROSPOT ANGEL WOOD,5,2011-10-26 15:39:00,0.85,14690,United Kingdom,sale,4.25
573116,22161,HEART DECORATION RUSTIC HANGING,30,2011-10-27 15:49:00,0.19,14525,United Kingdom,sale,5.7
573130,23542,WALL ART 70'S ALPHABET,2,2011-10-27 16:41:00,8.25,13969,United Kingdom,sale,16.5
573898,23301,GARDENERS KNEELING PAD KEEP CALM,3,2011-11-01 14:35:00,1.65,14562,United Kingdom,sale,4.95
574352,23426,METAL SIGN DROP YOUR PANTS,144,2011-11-04 10:38:00,1.66,18102,United Kingdom,sale,239.04
575041,22905,CALENDAR IN SEASON DESIGN,1,2011-11-08 12:01:00,2.95,17289,United Kingdom,sale,2.95
575073,85099C,JUMBO BAG BAROQUE BLACK WHITE,4,2011-11-08 13:10:00,2.08,13975,United Kingdom,sale,8.32
575337,21993,FLORAL FOLK STATIONERY SET,5,2011-11-09 14:11:00,1.25,17867,United Kingdom,sale,6.25
575728,22944,CHRISTMAS METAL POSTCARD WITH BELLS,72,2011-11-10 19:40:00,0.39,14911,EIRE,sale,28.08
575922,22863,SOAP DISH BROCANTE,12,2011-11-11 17:10:00,2.95,15681,United Kingdom,sale,35.4
576394,22662,LUNCH BAG DOLLY GIRL DESIGN,100,2011-11-15 10:32:00,1.45,12415,Australia,sale,145.0
576508,23219,LAUREL STAR ANTIQUE SILVER,3,2011-11-15 12:02:00,1.25,17777,United Kingdom,sale,3.75
576897,85034C,3 ROSE MORRIS BOXED CANDLES,24,2011-11-17 08:41:00,1.25,17828,Malta,sale,30.0
576906,21533,RETROSPOT LARGE MILK JUG,3,2011-11-17 09:33:00,4.95,18225,United Kingdom,sale,14.85
576927,22628,PICNIC BOXES SET OF 3 RETROSPOT,4,2011-11-17 11:02:00,4.95,12567,France,sale,19.8
577167,23346,SPACEBOY BEAKER,2,2011-11-18 10:41:00,1.25,16511,United Kingdom,sale,2.5
578034,23290,SPACEBOY CHILDRENS BOWL,144,2011-11-22 13:47:00,1.05,14646,Netherlands,sale,151.2
578522,21949,SET OF 6 STRAWBERRY CHOPSTICKS,1,2011-11-24 14:09:00,1.25,17254,United Kingdom,sale,1.25
578809,22191,IVORY DINER WALL CLOCK,1,2011-11-25 13:23:00,8.5,13048,United Kingdom,sale,8.5
578810,21754,HOME BUILDING BLOCK WORD,18,2011-11-25 13:27:00,5.45,16814,United Kingdom,sale,98.1
578811,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2011-11-25 13:28:00,1.95,12438,Norway,sale,15.6
580105,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2011-12-01 15:24:00,4.95,17675,United Kingdom,sale,14.85
580135,23307,SET OF 60 PANTRY DESIGN CAKE CASES,24,2011-12-01 19:33:00,0.55,14702,United Kingdom,sale,13.2
580516,23597,PAPER BUNTING PAISLEY PARK,1,2011-12-04 14:15:00,2.95,17954,United Kingdom,sale,2.95
580872,22384,LUNCH BAG PINK POLKADOT,3,2011-12-06 12:02:00,1.65,18283,United Kingdom,sale,4.95
581426,70006,LOVE HEART POCKET WARMER,4,2011-12-08 15:31:00,0.79,17757,United Kingdom,sale,3.16
