customer_id,first_purchase,last_purchase,order_count,total_revenue,item_quantity,average_order_value,average_basket_size,active_days,active_months,product_variety,country,average_days_between_orders,return_order_count,returned_quantity,returned_value,recency_days,tenure_days,purchase_frequency_30d,return_rate,engagement_score,cluster_id,segment_code,segment_name,model_version
15083,2011-03-28 12:18:00,2011-03-28 12:18:00,1,88.2,38,88.2,38.0,1,1,5,United Kingdom,0.0,0,0,0.0,256,0,1.0,0.0,26.2,2,SEG-03,Hibernating,customer-segmentation-v1
15092,2010-09-03 12:33:00,2011-05-08 14:10:00,3,776.46,230,258.82,76.6667,3,3,39,United Kingdom,123.5,1,2,3.3,215,247,0.3644,0.25,43.0,1,SEG-02,Needs Attention,customer-segmentation-v1
15094,2010-03-05 12:56:00,2010-09-02 16:55:00,2,83.0,28,41.5,14.0,2,2,4,United Kingdom,181.0,0,0,0.0,463,181,0.3315,0.0,29.3,2,SEG-03,Hibernating,customer-segmentation-v1
15117,2010-03-15 13:39:00,2011-11-25 08:12:00,8,2485.97,3093,310.75,386.625,7,6,89,United Kingdom,103.3333,1,1,1.65,14,619,0.3877,0.1111,75.9,0,SEG-01,Champions,customer-segmentation-v1
15131,2010-11-10 12:07:00,2010-11-10 12:07:00,1,80.28,88,80.28,88.0,1,1,7,United Kingdom,0.0,0,0,0.0,394,0,1.0,0.0,22.4,2,SEG-03,Hibernating,customer-segmentation-v1
15170,2010-10-29 10:34:00,2010-10-29 10:34:00,1,81.15,33,81.15,33.0,1,1,4,United Kingdom,0.0,0,0,0.0,406,0,1.0,0.0,21.4,2,SEG-03,Hibernating,customer-segmentation-v1
15181,2009-12-08 19:02:00,2011-10-04 13:58:00,5,1200.2,688,240.04,137.6,5,5,15,United Kingdom,166.25,3,50,246.8,66,664,0.2259,0.375,53.8,1,SEG-02,Needs Attention,customer-segmentation-v1
15211,2010-12-09 16:08:00,2011-10-10 13:31:00,2,894.41,240,447.21,120.0,2,2,52,United Kingdom,305.0,0,0,0.0,60,304,0.1974,0.0,50.2,2,SEG-03,Hibernating,customer-segmentation-v1
15226,2011-02-02 11:41:00,2011-02-02 11:41:00,1,154.41,71,154.41,71.0,1,1,8,United Kingdom,0.0,0,0,0.0,310,0,1.0,0.0,25.2,2,SEG-03,Hibernating,customer-segmentation-v1
15234,2011-03-08 08:53:00,2011-03-08 08:53:00,1,197.0,196,197.0,196.0,1,1,14,United Kingdom,0.0,0,0,0.0,276,0,1.0,0.0,26.8,2,SEG-03,Hibernating,customer-segmentation-v1
15261,2010-10-01 11:59:00,2011-07-27 15:20:00,4,1508.0,806,377.0,201.5,4,3,87,United Kingdom,99.6667,0,0,0.0,135,299,0.4013,0.0,55.7,0,SEG-01,Champions,customer-segmentation-v1
15269,2010-11-14 12:58:00,2011-11-16 09:32:00,3,1225.36,372,408.45,124.0,3,2,33,United Kingdom,183.5,0,0,0.0,23,366,0.2459,0.0,58.3,2,SEG-03,Hibernating,customer-segmentation-v1
15317,2010-01-31 15:55:00,2010-01-31 15:55:00,1,129.75,45,129.75,45.0,1,1,5,United Kingdom,0.0,1,6,17.7,677,0,1.0,0.5,8.3,1,SEG-02,Needs Attention,customer-segmentation-v1
15413,2009-12-01 10:18:00,2010-01-17 11:33:00,5,6798.72,2694,1359.74,538.8,5,2,20,United Kingdom,11.75,2,2,9330.1,691,47,3.1915,0.2857,29.5,1,SEG-02,Needs Attention,customer-segmentation-v1
15421,2009-12-07 15:10:00,2011-10-12 09:20:00,10,3805.34,1927,380.53,192.7,9,9,170,United Kingdom,84.25,0,0,0.0,58,673,0.4458,0.0,75.4,0,SEG-01,Champions,customer-segmentation-v1
15425,2010-02-14 12:36:00,2010-11-04 18:13:00,4,1941.12,1041,485.28,260.25,4,4,114,United Kingdom,87.6667,0,0,0.0,400,263,0.4563,0.0,50.0,0,SEG-01,Champions,customer-segmentation-v1
15448,2010-02-03 13:29:00,2011-01-31 10:42:00,2,788.81,487,394.4,243.5,2,2,49,United Kingdom,362.0,0,0,0.0,312,361,0.1662,0.0,39.7,2,SEG-03,Hibernating,customer-segmentation-v1
15501,2010-10-20 12:47:00,2010-10-31 11:15:00,2,399.95,205,199.98,102.5,2,1,64,United Kingdom,11.0,0,0,0.0,404,10,2.0,0.0,32.5,2,SEG-03,Hibernating,customer-segmentation-v1
15560,2010-11-07 10:14:00,2010-11-07 10:15:00,2,153.52,72,76.76,36.0,1,1,10,United Kingdom,0.0,0,0,0.0,397,0,2.0,0.0,28.0,2,SEG-03,Hibernating,customer-segmentation-v1
15574,2010-09-01 14:37:00,2011-06-15 12:01:00,6,1101.44,750,183.57,125.0,5,4,191,United Kingdom,71.75,1,100,42.0,177,286,0.6294,0.1429,57.5,0,SEG-01,Champions,customer-segmentation-v1
15576,2011-11-02 12:03:00,2011-11-02 12:03:00,1,921.37,394,921.37,394.0,1,1,43,United Kingdom,0.0,0,0,0.0,37,0,1.0,0.0,42.4,2,SEG-03,Hibernating,customer-segmentation-v1
15585,2011-06-16 08:38:00,2011-06-16 08:38:00,1,455.3,320,455.3,320.0,1,1,31,United Kingdom,0.0,0,0,0.0,176,0,1.0,0.0,32.0,2,SEG-03,Hibernating,customer-segmentation-v1
15673,2010-02-22 14:28:00,2011-09-12 16:12:00,9,6204.32,3274,689.37,363.7778,9,9,177,United Kingdom,70.875,1,1,4.95,88,567,0.4762,0.1,68.6,0,SEG-01,Champions,customer-segmentation-v1
15693,2010-02-18 14:37:00,2010-02-18 14:37:00,1,37.5,30,37.5,30.0,1,1,1,United Kingdom,0.0,0,0,0.0,659,0,1.0,0.0,14.9,2,SEG-03,Hibernating,customer-segmentation-v1
15777,2010-05-20 10:37:00,2011-04-12 16:43:00,7,1762.61,599,251.8,85.5714,6,6,29,United Kingdom,65.4,2,4,30.45,241,327,0.6422,0.2222,53.0,1,SEG-02,Needs Attention,customer-segmentation-v1
15797,2010-01-27 13:12:00,2011-08-18 17:04:00,6,2821.08,1281,470.18,213.5,6,6,12,United Kingdom,113.6,0,0,0.0,113,568,0.3169,0.0,58.8,2,SEG-03,Hibernating,customer-segmentation-v1
15807,2010-02-11 15:32:00,2011-10-20 14:10:00,5,1817.52,1532,363.5,306.4,4,4,85,United Kingdom,205.3333,1,1,9.95,50,615,0.2439,0.1667,61.7,0,SEG-01,Champions,customer-segmentation-v1
15834,2010-10-11 14:05:00,2011-09-30 14:41:00,7,3764.39,1815,537.77,259.2857,5,5,333,United Kingdom,88.5,2,4,148.85,70,354,0.5932,0.2222,65.1,0,SEG-01,Champions,customer-segmentation-v1
15837,2010-08-11 10:16:00,2011-10-06 09:01:00,2,777.01,405,388.5,202.5,2,2,52,United Kingdom,421.0,0,0,0.0,64,420,0.1429,0.0,49.7,2,SEG-03,Hibernating,customer-segmentation-v1
15909,2011-06-19 10:38:00,2011-06-19 10:38:00,1,191.94,98,191.94,98.0,1,1,7,United Kingdom,0.0,0,0,0.0,173,0,1.0,0.0,29.1,2,SEG-03,Hibernating,customer-segmentation-v1
15973,2010-10-06 15:00:00,2010-12-08 11:42:00,3,680.62,195,226.87,65.0,3,2,8,United Kingdom,31.5,2,19,208.05,366,62,1.4516,0.4,31.7,1,SEG-02,Needs Attention,customer-segmentation-v1
15985,2010-05-27 15:51:00,2011-08-08 16:31:00,7,2715.28,2750,387.9,392.8571,6,6,50,United Kingdom,87.6,1,250,105.0,123,438,0.4795,0.125,59.8,0,SEG-01,Champions,customer-segmentation-v1
15986,2010-11-23 10:02:00,2011-11-09 15:17:00,2,354.42,368,177.21,184.0,2,2,25,United Kingdom,351.0,0,0,0.0,30,351,0.1709,0.0,52.4,2,SEG-03,Hibernating,customer-segmentation-v1
16040,2010-04-09 10:12:00,2011-10-05 13:47:00,7,2416.9,1185,345.27,169.2857,7,7,95,United Kingdom,90.6667,1,24,33.2,65,544,0.386,0.125,66.3,0,SEG-01,Champions,customer-segmentation-v1
16053,2010-04-08 11:11:00,2011-11-07 11:21:00,6,3634.84,3067,605.81,511.1667,5,5,169,United Kingdom,144.5,2,6,28.7,32,578,0.3114,0.25,67.8,0,SEG-01,Champions,customer-segmentation-v1
16081,2010-02-03 12:46:00,2011-10-14 13:06:00,8,4278.96,2177,534.87,272.125,8,8,235,United Kingdom,88.2857,0,0,0.0,56,618,0.3883,0.0,74.5,0,SEG-01,Champions,customer-segmentation-v1
16093,2011-08-25 11:09:00,2011-08-25 11:09:00,1,17.0,20,17.0,20.0,1,1,1,United Kingdom,0.0,0,0,0.0,106,0,1.0,0.0,30.8,2,SEG-03,Hibernating,customer-segmentation-v1
16168,2009-12-03 12:38:00,2011-11-29 12:45:00,66,10360.67,4975,156.98,75.3788,56,22,131,United Kingdom,13.2,7,20,97.39,10,726,2.7273,0.0959,87.5,0,SEG-01,Champions,customer-segmentation-v1
16178,2010-11-03 14:46:00,2011-07-24 16:05:00,2,612.6,304,306.3,152.0,2,2,24,United Kingdom,263.0,0,0,0.0,138,263,0.2281,0.0,42.8,2,SEG-03,Hibernating,customer-segmentation-v1
16183,2010-10-28 14:43:00,2011-10-03 14:59:00,4,1077.81,351,269.45,87.75,4,3,32,United Kingdom,113.3333,0,0,0.0,67,340,0.3529,0.0,56.6,2,SEG-03,Hibernating,customer-segmentation-v1
16191,2009-12-11 12:24:00,2011-12-07 11:26:00,24,15677.82,9348,653.24,389.5,17,11,113,United Kingdom,45.375,16,206,525.9,2,725,0.9931,0.4,84.8,0,SEG-01,Champions,customer-segmentation-v1
16197,2009-12-16 11:44:00,2010-08-27 12:56:00,9,2016.71,1420,224.08,157.7778,9,6,52,United Kingdom,31.75,0,0,0.0,469,254,1.063,0.0,53.4,0,SEG-01,Champions,customer-segmentation-v1
16199,2010-03-18 18:47:00,2010-11-12 12:55:00,7,942.75,321,134.68,45.8571,7,6,2,United Kingdom,39.8333,0,0,0.0,392,238,0.8824,0.0,49.8,2,SEG-03,Hibernating,customer-segmentation-v1
16211,2010-09-27 15:24:00,2011-09-12 12:11:00,3,1090.59,519,363.53,173.0,3,3,35,United Kingdom,175.0,1,1,4.25,88,349,0.2579,0.25,47.5,1,SEG-02,Needs Attention,customer-segmentation-v1
16229,2010-05-24 12:59:00,2011-09-13 17:16:00,6,2867.86,1292,477.98,215.3333,6,6,144,United Kingdom,95.4,1,6,32.5,87,477,0.3774,0.1429,63.1,0,SEG-01,Champions,customer-segmentation-v1
16242,2010-03-15 16:02:00,2011-12-01 15:12:00,14,7404.65,3921,528.9,280.0714,13,12,348,United Kingdom,52.1667,4,8,34.15,8,625,0.672,0.2222,84.9,0,SEG-01,Champions,customer-segmentation-v1
16311,2011-10-21 13:13:00,2011-11-22 08:54:00,2,616.26,394,308.13,197.0,2,2,35,United Kingdom,32.0,0,0,0.0,17,31,1.9355,0.0,56.8,2,SEG-03,Hibernating,customer-segmentation-v1
16327,2009-12-14 13:06:00,2011-11-25 13:23:00,16,10159.64,8124,634.98,507.75,16,15,289,United Kingdom,47.4,4,13,25.82,14,711,0.6751,0.2,84.2,0,SEG-01,Champions,customer-segmentation-v1
16332,2010-04-29 13:41:00,2011-11-11 14:22:00,11,2000.01,1128,181.82,102.5455,11,9,158,United Kingdom,56.1,2,44,20.44,28,561,0.5882,0.1538,76.6,0,SEG-01,Champions,customer-segmentation-v1
16335,2009-12-04 10:18:00,2010-06-06 11:35:00,7,2753.52,1004,393.36,143.4286,7,6,193,United Kingdom,30.6667,1,4,27.0,551,184,1.1413,0.125,50.1,0,SEG-01,Champions,customer-segmentation-v1
16339,2011-02-28 13:41:00,2011-02-28 13:41:00,1,94.05,21,94.05,21.0,1,1,17,United Kingdom,0.0,0,0,0.0,284,0,1.0,0.0,27.0,2,SEG-03,Hibernating,customer-segmentation-v1
16404,2011-09-30 14:55:00,2011-09-30 14:55:00,1,443.05,157,443.05,157.0,1,1,23,United Kingdom,0.0,1,1,12.75,70,0,1.0,0.5,29.6,1,SEG-02,Needs Attention,customer-segmentation-v1
16468,2010-08-15 13:10:00,2011-09-26 14:13:00,3,787.52,371,262.51,123.6667,3,2,38,United Kingdom,203.5,0,0,0.0,74,407,0.2211,0.0,50.9,2,SEG-03,Hibernating,customer-segmentation-v1
16540,2010-10-21 17:22:00,2010-10-21 17:22:00,1,205.75,105,205.75,105.0,1,1,25,United Kingdom,0.0,0,0,0.0,414,0,1.0,0.0,23.7,2,SEG-03,Hibernating,customer-segmentation-v1
16542,2010-11-03 14:44:00,2011-10-17 10:47:00,2,257.32,142,128.66,71.0,2,2,13,United Kingdom,348.0,0,0,0.0,53,347,0.1729,0.0,47.3,2,SEG-03,Hibernating,customer-segmentation-v1
16563,2009-12-01 18:35:00,2011-10-17 11:51:00,6,4412.56,2584,735.43,430.6667,6,6,55,United Kingdom,137.0,1,12,10.2,53,684,0.2632,0.1429,64.1,0,SEG-01,Champions,customer-segmentation-v1
16593,2009-12-05 10:44:00,2011-10-20 12:41:00,8,1071.14,377,133.89,47.125,8,7,57,United Kingdom,97.7143,1,2,19.9,50,684,0.3509,0.1111,67.8,0,SEG-01,Champions,customer-segmentation-v1
16618,2011-01-21 11:55:00,2011-11-08 13:52:00,5,2647.59,1363,529.52,272.6,4,4,79,United Kingdom,97.0,1,1,16.95,31,291,0.5155,0.1667,64.2,0,SEG-01,Champions,customer-segmentation-v1
16634,2010-01-21 09:30:00,2011-05-01 12:09:00,6,1649.81,1257,274.97,209.5,6,6,72,United Kingdom,93.0,4,769,451.51,222,465,0.3871,0.4,53.6,1,SEG-02,Needs Attention,customer-segmentation-v1
16677,2010-02-25 16:11:00,2010-10-24 14:53:00,2,880.62,457,440.31,228.5,2,2,45,United Kingdom,241.0,1,3,30.85,411,240,0.25,0.3333,30.1,1,SEG-02,Needs Attention,customer-segmentation-v1
16702,2009-12-07 16:40:00,2010-10-20 14:10:00,4,1110.83,692,277.71,173.0,4,4,84,United Kingdom,105.6667,1,1,9.95,415,316,0.3797,0.2,44.0,1,SEG-02,Needs Attention,customer-segmentation-v1
16719,2009-12-13 10:59:00,2011-11-25 09:27:00,14,3513.62,2356,250.97,168.2857,14,14,204,United Kingdom,54.7692,3,21,144.75,14,711,0.5907,0.1765,83.4,0,SEG-01,Champions,customer-segmentation-v1
16730,2011-01-24 14:01:00,2011-10-18 14:11:00,3,743.11,994,247.7,331.3333,3,3,75,United Kingdom,133.5,1,96,40.32,52,267,0.3371,0.25,53.7,1,SEG-02,Needs Attention,customer-segmentation-v1
16767,2010-04-28 16:49:00,2011-11-09 09:42:00,15,8056.76,7102,537.12,473.4667,12,12,209,United Kingdom,50.9091,1,24,102.0,30,559,0.805,0.0625,79.9,0,SEG-01,Champions,customer-segmentation-v1
16774,2010-02-16 16:53:00,2011-10-03 12:41:00,8,1567.48,774,195.94,96.75,8,8,89,United Kingdom,84.8571,1,4,6.6,67,593,0.4047,0.1111,67.5,0,SEG-01,Champions,customer-segmentation-v1
16781,2010-02-08 13:56:00,2010-12-02 14:26:00,2,623.0,192,311.5,96.0,2,2,36,United Kingdom,297.0,1,2,16.6,372,297,0.202,0.3333,31.8,1,SEG-02,Needs Attention,customer-segmentation-v1
16833,2010-03-26 15:31:00,2011-12-08 14:39:00,6,2409.04,878,401.51,146.3333,5,5,87,United Kingdom,155.5,0,0,0.0,1,621,0.2899,0.0,80.9,0,SEG-01,Champions,customer-segmentation-v1
16835,2010-05-19 08:41:00,2011-08-03 13:50:00,6,1456.66,496,242.78,82.6667,6,6,58,United Kingdom,88.2,4,22,66.9,128,441,0.4082,0.4,56.3,1,SEG-02,Needs Attention,customer-segmentation-v1
16851,2011-10-19 09:48:00,2011-12-05 13:32:00,3,342.45,271,114.15,90.3333,3,2,17,United Kingdom,23.5,0,0,0.0,4,47,1.9149,0.0,62.4,2,SEG-03,Hibernating,customer-segmentation-v1
16852,2011-06-16 15:49:00,2011-11-29 13:22:00,2,144.91,56,72.46,28.0,2,2,9,United Kingdom,166.0,0,0,0.0,10,165,0.3636,0.0,55.8,2,SEG-03,Hibernating,customer-segmentation-v1
16896,2010-06-02 15:40:00,2010-06-02 15:40:00,1,103.95,18,103.95,18.0,1,1,18,United Kingdom,0.0,0,0,0.0,555,0,1.0,0.0,19.1,2,SEG-03,Hibernating,customer-segmentation-v1
16901,2009-12-10 16:30:00,2009-12-10 16:30:00,1,204.26,42,204.26,42.0,1,1,23,United Kingdom,0.0,0,0,0.0,729,0,1.0,0.0,16.9,2,SEG-03,Hibernating,customer-segmentation-v1
16908,2009-12-17 13:35:00,2009-12-17 13:35:00,1,252.59,61,252.59,61.0,1,1,20,United Kingdom,0.0,1,20,99.0,722,0,1.0,0.5,10.0,1,SEG-02,Needs Attention,customer-segmentation-v1
16950,2010-01-24 11:26:00,2011-10-14 09:06:00,10,3541.77,2432,354.18,243.2,10,10,111,United Kingdom,69.7778,2,93,59.18,56,627,0.4785,0.1667,71.2,0,SEG-01,Champions,customer-segmentation-v1
16955,2010-01-31 11:38:00,2011-06-08 10:36:00,6,1120.31,723,186.72,120.5,6,5,33,United Kingdom,98.6,3,27,48.25,184,492,0.3659,0.3333,51.8,1,SEG-02,Needs Attention,customer-segmentation-v1
16969,2011-06-01 12:10:00,2011-10-31 13:12:00,3,650.41,816,216.8,272.0,3,3,42,United Kingdom,76.0,0,0,0.0,39,152,0.5921,0.0,58.7,2,SEG-03,Hibernating,customer-segmentation-v1
16987,2009-12-02 14:34:00,2011-12-06 17:26:00,11,2521.4,671,229.22,61.0,10,7,155,United Kingdom,81.5556,1,2,11.9,3,734,0.4496,0.0833,83.7,0,SEG-01,Champions,customer-segmentation-v1
17070,2010-10-25 15:57:00,2011-08-17 17:01:00,2,437.42,232,218.71,116.0,2,2,102,United Kingdom,296.0,0,0,0.0,114,296,0.2027,0.0,48.1,2,SEG-03,Hibernating,customer-segmentation-v1
17086,2011-10-07 11:22:00,2011-12-02 13:54:00,6,2050.08,1859,341.68,309.8333,6,3,76,United Kingdom,11.2,0,0,0.0,7,56,3.2143,0.0,74.6,0,SEG-01,Champions,customer-segmentation-v1
17093,2010-04-26 10:22:00,2010-04-26 10:22:00,1,235.88,114,235.88,114.0,1,1,13,United Kingdom,0.0,0,0,0.0,592,0,1.0,0.0,17.7,2,SEG-03,Hibernating,customer-segmentation-v1
17094,2010-10-12 10:48:00,2011-01-21 13:09:00,2,402.2,212,201.1,106.0,2,2,18,United Kingdom,101.0,1,4,31.8,322,101,0.5941,0.3333,30.7,1,SEG-02,Needs Attention,customer-segmentation-v1
17105,2011-02-06 14:46:00,2011-07-03 15:53:00,2,665.78,693,332.89,346.5,2,2,80,United Kingdom,147.0,0,0,0.0,159,147,0.4082,0.0,45.8,2,SEG-03,Hibernating,customer-segmentation-v1
17143,2010-07-12 13:26:00,2010-10-18 15:27:00,2,880.97,314,440.48,157.0,2,2,82,United Kingdom,98.0,0,0,0.0,417,98,0.6122,0.0,37.5,2,SEG-03,Hibernating,customer-segmentation-v1
17166,2011-05-20 08:18:00,2011-11-01 09:46:00,2,206.34,78,103.17,39.0,2,2,11,United Kingdom,165.0,1,3,16.85,38,165,0.3636,0.3333,43.3,1,SEG-02,Needs Attention,customer-segmentation-v1
17168,2010-07-29 12:33:00,2010-07-29 12:33:00,1,400.2,220,400.2,220.0,1,1,21,United Kingdom,0.0,0,0,0.0,498,0,1.0,0.0,20.6,2,SEG-03,Hibernating,customer-segmentation-v1
17185,2010-04-20 13:49:00,2010-04-27 12:15:00,3,229.46,119,76.49,39.6667,2,1,38,United Kingdom,7.0,0,0,0.0,591,6,3.0,0.0,29.4,2,SEG-03,Hibernating,customer-segmentation-v1
17207,2010-02-25 19:08:00,2010-02-25 19:08:00,1,292.62,233,292.62,233.0,1,1,55,United Kingdom,0.0,0,0,0.0,652,0,1.0,0.0,20.6,2,SEG-03,Hibernating,customer-segmentation-v1
17254,2010-11-03 14:00:00,2011-12-05 12:46:00,3,469.48,397,156.49,132.3333,3,3,129,United Kingdom,198.5,0,0,0.0,4,396,0.2273,0.0,71.2,0,SEG-01,Champions,customer-segmentation-v1
17269,2010-11-19 11:12:00,2010-11-19 11:12:00,1,491.81,314,491.81,314.0,1,1,110,United Kingdom,0.0,0,0,0.0,385,0,1.0,0.0,29.7,2,SEG-03,Hibernating,customer-segmentation-v1
17283,2010-11-26 11:53:00,2010-11-26 11:53:00,1,188.46,179,188.46,179.0,1,1,15,United Kingdom,0.0,0,0,0.0,378,0,1.0,0.0,24.5,2,SEG-03,Hibernating,customer-segmentation-v1
17292,2010-05-09 14:52:00,2010-08-24 17:14:00,2,271.75,131,135.88,65.5,2,2,14,United Kingdom,107.0,0,0,0.0,472,107,0.5607,0.0,30.5,2,SEG-03,Hibernating,customer-segmentation-v1
17342,2010-02-08 09:16:00,2010-11-25 11:07:00,4,1227.54,521,306.88,130.25,4,3,31,United Kingdom,96.6667,3,22,71.7,379,290,0.4138,0.4286,39.0,1,SEG-02,Needs Attention,customer-segmentation-v1
17385,2011-11-25 11:02:00,2011-11-25 11:02:00,1,256.11,197,256.11,197.0,1,1,42,United Kingdom,0.0,0,0,0.0,14,0,1.0,0.0,48.1,2,SEG-03,Hibernating,customer-segmentation-v1
17459,2011-10-10 17:00:00,2011-10-27 13:25:00,2,657.3,537,328.65,268.5,2,1,88,United Kingdom,17.0,0,0,0.0,43,16,2.0,0.0,49.3,2,SEG-03,Hibernating,customer-segmentation-v1
17473,2010-09-09 19:03:00,2010-10-27 11:45:00,2,607.0,270,303.5,135.0,2,2,33,United Kingdom,48.0,1,3,14.85,408,47,1.2766,0.3333,29.3,1,SEG-02,Needs Attention,customer-segmentation-v1
17478,2010-03-16 14:19:00,2010-10-27 15:01:00,2,1272.8,516,636.4,258.0,2,2,40,United Kingdom,225.0,0,0,0.0,408,225,0.2667,0.0,35.7,2,SEG-03,Hibernating,customer-segmentation-v1
17484,2010-03-25 16:17:00,2010-05-12 15:41:00,2,209.57,339,104.78,169.5,2,2,14,United Kingdom,48.0,0,0,0.0,576,47,1.2766,0.0,28.5,2,SEG-03,Hibernating,customer-segmentation-v1
17537,2011-02-09 13:37:00,2011-11-10 10:56:00,2,887.67,699,443.84,349.5,2,2,74,United Kingdom,274.0,0,0,0.0,29,273,0.2198,0.0,56.0,2,SEG-03,Hibernating,customer-segmentation-v1
17554,2011-07-14 20:01:00,2011-12-08 14:15:00,5,1952.45,1763,390.49,352.6,5,5,58,United Kingdom,36.75,0,0,0.0,1,146,1.0274,0.0,78.4,0,SEG-01,Champions,customer-segmentation-v1
17588,2010-03-12 12:34:00,2011-08-31 13:37:00,7,2939.55,1379,419.94,197.0,7,7,35,United Kingdom,89.5,2,12,37.9,100,537,0.3911,0.2222,59.2,0,SEG-01,Champions,customer-segmentation-v1
17601,2010-11-24 14:29:00,2011-04-14 18:02:00,2,413.08,295,206.54,147.5,2,2,69,United Kingdom,141.0,0,0,0.0,239,141,0.4255,0.0,42.8,2,SEG-03,Hibernating,customer-segmentation-v1
17638,2009-12-18 09:58:00,2010-03-02 14:32:00,2,842.4,432,421.2,216.0,2,2,2,United Kingdom,74.0,0,0,0.0,647,74,0.8108,0.0,25.6,2,SEG-03,Hibernating,customer-segmentation-v1
17676,2010-03-30 10:49:00,2011-12-05 15:16:00,10,2448.64,1764,244.86,176.4,10,8,85,United Kingdom,68.3333,3,66,43.32,4,615,0.4878,0.2308,80.2,0,SEG-01,Champions,customer-segmentation-v1
17733,2011-03-23 09:54:00,2011-11-01 08:16:00,2,692.19,463,346.1,231.5,2,2,33,United Kingdom,223.0,0,0,0.0,38,222,0.2703,0.0,51.7,2,SEG-03,Hibernating,customer-segmentation-v1
17748,2010-06-30 13:49:00,2010-06-30 13:49:00,1,358.15,111,358.15,111.0,1,1,17,United Kingdom,0.0,0,0,0.0,527,0,1.0,0.0,19.5,2,SEG-03,Hibernating,customer-segmentation-v1
17767,2010-10-25 16:22:00,2011-11-24 14:42:00,2,413.05,198,206.52,99.0,2,2,35,United Kingdom,395.0,0,0,0.0,15,394,0.1523,0.0,57.6,2,SEG-03,Hibernating,customer-segmentation-v1
17777,2011-08-31 14:35:00,2011-11-15 12:02:00,3,647.56,501,215.85,167.0,3,3,141,United Kingdom,38.0,0,0,0.0,24,75,1.2,0.0,65.2,0,SEG-01,Champions,customer-segmentation-v1
17813,2011-09-29 15:57:00,2011-11-25 16:13:00,5,1698.07,752,339.61,150.4,5,3,297,United Kingdom,14.25,2,13,56.28,14,57,2.6316,0.2857,68.4,0,SEG-01,Champions,customer-segmentation-v1
17833,2009-12-16 13:40:00,2009-12-16 13:40:00,1,338.46,143,338.46,143.0,1,1,28,United Kingdom,0.0,0,0,0.0,723,0,1.0,0.0,17.7,2,SEG-03,Hibernating,customer-segmentation-v1
17851,2009-12-03 17:46:00,2010-10-13 15:13:00,6,1552.35,933,258.72,155.5,6,4,185,United Kingdom,62.8,0,0,0.0,422,313,0.5751,0.0,53.1,0,SEG-01,Champions,customer-segmentation-v1
17886,2010-04-29 11:10:00,2011-11-08 10:09:00,6,1572.55,711,262.09,118.5,6,6,138,United Kingdom,111.6,1,1,9.95,31,557,0.3232,0.1429,70.0,0,SEG-01,Champions,customer-segmentation-v1
17898,2010-05-21 17:22:00,2011-09-15 14:56:00,4,299.18,251,74.8,62.75,4,4,48,United Kingdom,160.6667,0,0,0.0,85,481,0.2495,0.0,58.1,2,SEG-03,Hibernating,customer-segmentation-v1
17902,2010-06-11 12:25:00,2010-06-11 12:25:00,1,216.4,526,216.4,526.0,1,1,24,United Kingdom,0.0,0,0,0.0,546,0,1.0,0.0,20.0,2,SEG-03,Hibernating,customer-segmentation-v1
17952,2010-06-16 11:54:00,2010-11-26 13:54:00,4,788.46,477,197.12,119.25,2,2,85,United Kingdom,163.0,0,0,0.0,378,163,0.7362,0.0,45.7,2,SEG-03,Hibernating,customer-segmentation-v1
17965,2009-12-14 13:19:00,2011-11-02 09:31:00,29,7006.65,4383,241.61,151.1379,28,19,588,United Kingdom,25.4815,4,26,123.2,37,687,1.2664,0.1212,81.4,0,SEG-01,Champions,customer-segmentation-v1
18002,2009-12-08 11:07:00,2010-11-29 10:57:00,4,244.37,71,61.09,17.75,4,4,52,United Kingdom,118.6667,0,0,0.0,375,355,0.338,0.0,49.3,2,SEG-03,Hibernating,customer-segmentation-v1
18046,2010-02-28 11:36:00,2010-02-28 11:36:00,1,189.63,44,189.63,44.0,1,1,26,United Kingdom,0.0,0,0,0.0,649,0,1.0,0.0,18.3,2,SEG-03,Hibernating,customer-segmentation-v1
18049,2010-04-28 13:24:00,2010-09-28 14:26:00,2,500.92,402,250.46,201.0,2,2,82,United Kingdom,153.0,0,0,0.0,437,153,0.3922,0.0,36.4,2,SEG-03,Hibernating,customer-segmentation-v1
18059,2011-10-03 09:30:00,2011-11-16 16:49:00,3,306.46,258,102.15,86.0,3,2,17,United Kingdom,22.0,1,5,9.75,23,44,2.0455,0.25,51.5,1,SEG-02,Needs Attention,customer-segmentation-v1
18104,2011-11-02 14:07:00,2011-11-02 14:07:00,1,754.64,362,754.64,362.0,1,1,38,United Kingdom,0.0,0,0,0.0,37,0,1.0,0.0,42.0,2,SEG-03,Hibernating,customer-segmentation-v1
18163,2010-05-04 14:51:00,2010-05-04 14:51:00,1,728.84,452,728.84,452.0,1,1,33,United Kingdom,0.0,1,22,89.5,584,0,1.0,0.5,13.4,1,SEG-02,Needs Attention,customer-segmentation-v1
18168,2009-12-03 17:29:00,2011-06-16 19:21:00,16,3435.5,1995,214.72,124.6875,16,13,209,United Kingdom,37.3333,6,27,83.2,176,560,0.8571,0.2727,67.3,0,SEG-01,Champions,customer-segmentation-v1
18179,2010-02-14 15:51:00,2011-11-30 16:23:00,8,2547.55,1811,318.44,226.375,8,7,101,United Kingdom,93.4286,0,0,0.0,9,654,0.367,0.0,81.8,0,SEG-01,Champions,customer-segmentation-v1
